id,mr,team,text,category,type,bleu,meteor,ter,systemtype,triplesize,fluency,grammar,semantics
1189,"Asher_and_Mary_Isabelle_Richardson_House | ReferenceNumber in the National Register of Historic Places | ""88002539""",vietnam,the reference number in the the national register of historic places for asher and mary isabelle richardson house is 8800253 9.,Building,seen,0.803,0.537976388272415,15,template,1triple,3.0,2.75,3.0
1190,"Asher_and_Mary_Isabelle_Richardson_House | ReferenceNumber in the National Register of Historic Places | ""88002539""",webnlg,"asher and mary isabelle richardson house has the reference number 88002539 in the national register of historic places .
",Building,seen,1,1,1,human,1triple,3.0,3.0,3.0
1191,Asilomar_Conference_Grounds | architect | Julia_Morgan<br>Julia_Morgan | birthPlace | San_Francisco<br>Julia_Morgan | significantBuilding | Riverside_Art_Museum,adapt,"julia morgan, born in san francisco was the architect of the grounds of asilomar conference and the riverside art museum.",Building,seen,0.624,0.51193159825226,30.435,neural,3triple,3.0,2.6666666666666665,3.0
1192,Asilomar_Conference_Grounds | architect | Julia_Morgan<br>Julia_Morgan | birthPlace | San_Francisco<br>Julia_Morgan | significantBuilding | Riverside_Art_Museum,baseline,"julia morgan, born in san francisco, designed the significant buildings of significantasilomar conference grounds and the significantasilomar conference grounds.",Building,seen,0.31,0.416397325594987,47.826,neural,3triple,1.6666666666666667,2.3333333333333335,1.3333333333333333
1193,Asilomar_Conference_Grounds | architect | Julia_Morgan<br>Julia_Morgan | birthPlace | San_Francisco<br>Julia_Morgan | significantBuilding | Riverside_Art_Museum,melbourne,"julia morgan, born in san francisco, designed asilomar conference grounds and riverside art museum.",Building,seen,0.196,0.480458609582713,47.826,neural,3triple,3.0,2.6666666666666665,2.6666666666666665
1194,Asilomar_Conference_Grounds | architect | Julia_Morgan<br>Julia_Morgan | birthPlace | San_Francisco<br>Julia_Morgan | significantBuilding | Riverside_Art_Museum,pkuwriter,julia morgan was born in san francisco and is the architect of asilomar conference grounds.,Building,seen,0.617,0.411535871733495,39.13,neural,3triple,3.0,3.0,2.5
1195,Asilomar_Conference_Grounds | architect | Julia_Morgan<br>Julia_Morgan | birthPlace | San_Francisco<br>Julia_Morgan | significantBuilding | Riverside_Art_Museum,tilburg-nmt,julia morgan born in san francisco was the architect of the grounds of asilomar conference grounds. one of the significant buildings designed by julia morgan is riverside art museum.,Building,seen,0.437,0.466519556649475,60.87,neural,3triple,2.0,2.3333333333333335,3.0
1196,Asilomar_Conference_Grounds | architect | Julia_Morgan<br>Julia_Morgan | birthPlace | San_Francisco<br>Julia_Morgan | significantBuilding | Riverside_Art_Museum,tilburg-pipe,asilomar conference grounds was designed by julia morgan at riverside art museum in san francisco.,Building,seen,0.236,0.379660027320636,52.174,template,3triple,3.0,3.0,3.0
1197,Asilomar_Conference_Grounds | architect | Julia_Morgan<br>Julia_Morgan | birthPlace | San_Francisco<br>Julia_Morgan | significantBuilding | Riverside_Art_Museum,tilburg-smt,san francisco born julia morgan was the architect of asilomar conference grounds and the riverside art museum.,Building,seen,0.632,0.444818775988902,43.478,smt,3triple,2.6666666666666665,3.0,2.6666666666666665
1198,Asilomar_Conference_Grounds | architect | Julia_Morgan<br>Julia_Morgan | birthPlace | San_Francisco<br>Julia_Morgan | significantBuilding | Riverside_Art_Museum,upf-forge,"julia morgan, born in san francisco, designed asilomar conference grounds and the riverside art museum.",Building,seen,0.236,0.495490431898358,43.478,template,3triple,3.0,3.0,3.0
1199,Asilomar_Conference_Grounds | architect | Julia_Morgan<br>Julia_Morgan | birthPlace | San_Francisco<br>Julia_Morgan | significantBuilding | Riverside_Art_Museum,vietnam,san franciscon born julia morgan designed the asilomar conference grounds and other significant buildings including riverside art museum.,Building,seen,0.408,0.420906141137116,47.826,template,3triple,2.6666666666666665,2.3333333333333335,3.0
1200,Asilomar_Conference_Grounds | architect | Julia_Morgan<br>Julia_Morgan | birthPlace | San_Francisco<br>Julia_Morgan | significantBuilding | Riverside_Art_Museum,webnlg,"julia morgan was born in san francisco and is the architect of the grounds of asilomar conference at the riverside art museum .
",Building,seen,1,1,1,human,3triple,3.0,3.0,1.5
1201,"Asser_Levy_Public_Baths | location | New_York_City<br>Asser_Levy_Public_Baths | yearOfConstruction | 1904<br>Asser_Levy_Public_Baths | added to the National Register of Historic Places | ""1980-04-23""",adapt,the asser levy public baths built in 1904 is located in new york city and was added to the national register of historic places on 1980-04-23.,Building,seen,0.571,0.557622516710371,41.053,neural,3triple,3.0,3.0,3.0
1202,"Asser_Levy_Public_Baths | location | New_York_City<br>Asser_Levy_Public_Baths | yearOfConstruction | 1904<br>Asser_Levy_Public_Baths | added to the National Register of Historic Places | ""1980-04-23""",baseline,asser levy public baths was added to the national register of historic places on 23rd april 1980 with the reference number referencenumber in the national register of historic places.,Building,seen,0.411,0.306306744458502,69.474,neural,3triple,1.0,1.3333333333333333,1.3333333333333333
1203,"Asser_Levy_Public_Baths | location | New_York_City<br>Asser_Levy_Public_Baths | yearOfConstruction | 1904<br>Asser_Levy_Public_Baths | added to the National Register of Historic Places | ""1980-04-23""",melbourne,"asser levy public baths, constructed in 1904, is located in new york city and were added to the national register of historic places on 1980-04-23.",Building,seen,0.501,0.558186597408626,37.895,neural,3triple,2.6666666666666665,2.6666666666666665,3.0
1204,"Asser_Levy_Public_Baths | location | New_York_City<br>Asser_Levy_Public_Baths | yearOfConstruction | 1904<br>Asser_Levy_Public_Baths | added to the National Register of Historic Places | ""1980-04-23""",pkuwriter,"asser levy public baths, built in 1904, are located in new york city. they were added to the national register of historic places on 1980-04-23 and added to the national register of historic places on 1980-04-23.",Building,seen,0.435,0.528321014860712,56.842,neural,3triple,1.3333333333333333,1.6666666666666667,3.0
1205,"Asser_Levy_Public_Baths | location | New_York_City<br>Asser_Levy_Public_Baths | yearOfConstruction | 1904<br>Asser_Levy_Public_Baths | added to the National Register of Historic Places | ""1980-04-23""",tilburg-nmt,asser levy public baths built in 1904 is located on new york city. asser levy public baths was added to the national register of historic places on april 23rd 1980.,Building,seen,0.448,0.402484202356324,50.526,neural,3triple,2.3333333333333335,2.0,3.0
1206,"Asser_Levy_Public_Baths | location | New_York_City<br>Asser_Levy_Public_Baths | yearOfConstruction | 1904<br>Asser_Levy_Public_Baths | added to the National Register of Historic Places | ""1980-04-23""",tilburg-pipe,"asser levy public baths, constructed in 1904 in new york city, were added to the National Register of historic Places on april 23rd 1980.",Building,seen,0.192,0.438608130183267,34.737,template,3triple,3.0,3.0,3.0
1207,"Asser_Levy_Public_Baths | location | New_York_City<br>Asser_Levy_Public_Baths | yearOfConstruction | 1904<br>Asser_Levy_Public_Baths | added to the National Register of Historic Places | ""1980-04-23""",tilburg-smt,asser levy public baths are located in new york city. asser levy public baths was built in 1904 and added to the national register of historic places on 23rd april 1980.,Building,seen,0.647,0.46894833123644,44.211,smt,3triple,1.6666666666666667,2.6666666666666665,3.0
1208,"Asser_Levy_Public_Baths | location | New_York_City<br>Asser_Levy_Public_Baths | yearOfConstruction | 1904<br>Asser_Levy_Public_Baths | added to the National Register of Historic Places | ""1980-04-23""",upf-forge,"asser levy public baths, built in 1904, is in added to the national register of historic places in new york city on april 23 (1980).",Building,seen,0.39,0.433645275203702,41.053,template,3triple,2.0,2.6666666666666665,2.6666666666666665
1209,"Asser_Levy_Public_Baths | location | New_York_City<br>Asser_Levy_Public_Baths | yearOfConstruction | 1904<br>Asser_Levy_Public_Baths | added to the National Register of Historic Places | ""1980-04-23""",vietnam,"asser levy public baths is located in new york city, built in 1904, and was added to the national register of historic places on 1980-04- 23.",Building,seen,0.47,0.556304260169684,37.895,template,3triple,3.0,2.6666666666666665,2.6666666666666665
1210,"Asser_Levy_Public_Baths | location | New_York_City<br>Asser_Levy_Public_Baths | yearOfConstruction | 1904<br>Asser_Levy_Public_Baths | added to the National Register of Historic Places | ""1980-04-23""",webnlg,"the asser levy public baths was built in 1904 and are in new york city . they were added to the national register of historic places on "" 1980 - 04 - 23 "" .
",Building,seen,1,1,1,human,3triple,3.0,2.6666666666666665,3.0
1211,Asterix_(comicsCharacter) | creator | René_Goscinny<br>René_Goscinny | nationality | French_people<br>Asterix_(comicsCharacter) | creator | Albert_Uderzo,adapt,"the comic character asterix was created by albert uderzo and rene goscinny, who is french.",ComicsCharacter,seen,0.724,0.594480932154563,30.612,neural,3triple,2.3333333333333335,2.0,2.6666666666666665
1212,Asterix_(comicsCharacter) | creator | René_Goscinny<br>René_Goscinny | nationality | French_people<br>Asterix_(comicsCharacter) | creator | Albert_Uderzo,baseline,"the comic book character asterix (comicscharacter) was created by albert uderzo and the american, albert uderzo.",ComicsCharacter,seen,0.603,0.404272973802057,30.612,neural,3triple,3.0,3.0,1.5
1213,Asterix_(comicsCharacter) | creator | René_Goscinny<br>René_Goscinny | nationality | French_people<br>Asterix_(comicsCharacter) | creator | Albert_Uderzo,melbourne,the comic book character asterix was created by albert uderzo and rené goscinny who is french people.,ComicsCharacter,seen,0.74,0.502230438642093,30.612,neural,3triple,2.0,2.0,2.0
1214,Asterix_(comicsCharacter) | creator | René_Goscinny<br>René_Goscinny | nationality | French_people<br>Asterix_(comicsCharacter) | creator | Albert_Uderzo,pkuwriter,"the comic character, blockbuster, was created by albert uderzo and the comic book writer, roger mckenzie.",ComicsCharacter,seen,0.458,0.322844229924402,42.857,neural,3triple,2.3333333333333335,3.0,1.3333333333333333
1215,Asterix_(comicsCharacter) | creator | René_Goscinny<br>René_Goscinny | nationality | French_people<br>Asterix_(comicsCharacter) | creator | Albert_Uderzo,tilburg-nmt,asterix was created by albert uderzo and rené goscinny who is french.,ComicsCharacter,seen,0.494,0.490712918858418,30.612,neural,3triple,2.6666666666666665,2.6666666666666665,2.6666666666666665
1216,Asterix_(comicsCharacter) | creator | René_Goscinny<br>René_Goscinny | nationality | French_people<br>Asterix_(comicsCharacter) | creator | Albert_Uderzo,tilburg-pipe,"asterix was created by rené goscinny and albert uderzo, the former being a french national.",ComicsCharacter,seen,0.222,0.478012122911553,55.102,template,3triple,2.5,2.5,2.5
1217,Asterix_(comicsCharacter) | creator | René_Goscinny<br>René_Goscinny | nationality | French_people<br>Asterix_(comicsCharacter) | creator | Albert_Uderzo,tilburg-smt,"asterix was created by rene goscinny, who is a frenchman. the comic book character asterix was created by albert uderzo.",ComicsCharacter,seen,0.481,0.481307860620348,73.469,smt,3triple,3.0,3.0,3.0
1218,Asterix_(comicsCharacter) | creator | René_Goscinny<br>René_Goscinny | nationality | French_people<br>Asterix_(comicsCharacter) | creator | Albert_Uderzo,upf-forge,"rené goscinny, who is from french people, created the character asterix, which albert uderzo created.",ComicsCharacter,seen,0.253,0.396406358524751,85.714,template,3triple,2.0,2.3333333333333335,2.3333333333333335
1219,Asterix_(comicsCharacter) | creator | René_Goscinny<br>René_Goscinny | nationality | French_people<br>Asterix_(comicsCharacter) | creator | Albert_Uderzo,vietnam,null,ComicsCharacter,seen,0,0,91.837,template,3triple,1.0,1.0,1.0
1220,Asterix_(comicsCharacter) | creator | René_Goscinny<br>René_Goscinny | nationality | French_people<br>Asterix_(comicsCharacter) | creator | Albert_Uderzo,webnlg,"asterix was created by albert uderzo and rene goscinny who is a french national .
",ComicsCharacter,seen,1,1,1,human,3triple,2.3333333333333335,2.6666666666666665,3.0
1221,Asunción | isPartOf | Gran_Asunción<br>Agustín_Barboza | deathPlace | Asunción<br>Paraguay | leaderName | Juan_Afara<br>Agustín_Barboza | deathPlace | Paraguay,adapt,"the leader of the paris of paris, where the leaders are agustus barboza, who died in bunder ón which is part of the state of managuay. they later died in bunder ón which is part of the state of paris. juyahn is the leader of the us and the leader is juyahle.",Artist,unseen,0.081,0.167929010410421,186.957,neural,4triple,1.0,1.0,1.5
1222,Asunción | isPartOf | Gran_Asunción<br>Agustín_Barboza | deathPlace | Asunción<br>Paraguay | leaderName | Juan_Afara<br>Agustín_Barboza | deathPlace | Paraguay,baseline,"juan afara is the leader of the city of atlantic city, which is the location of the building.",Artist,unseen,0.168,0.139896217049362,78.261,neural,4triple,2.0,2.0,1.0
1223,Asunción | isPartOf | Gran_Asunción<br>Agustín_Barboza | deathPlace | Asunción<br>Paraguay | leaderName | Juan_Afara<br>Agustín_Barboza | deathPlace | Paraguay,melbourne,agustín barboza (part of gran asunción) is the leader of asunción (led by juan afara).,Artist,unseen,0.153,0.340449940883228,69.565,neural,4triple,2.5,2.5,1.5
1224,Asunción | isPartOf | Gran_Asunción<br>Agustín_Barboza | deathPlace | Asunción<br>Paraguay | leaderName | Juan_Afara<br>Agustín_Barboza | deathPlace | Paraguay,pkuwriter,the leader of gran asunción in paraguay is juan afara.,Artist,unseen,0.133,0.255227415966851,69.565,neural,4triple,2.3333333333333335,2.3333333333333335,1.0
1225,Asunción | isPartOf | Gran_Asunción<br>Agustín_Barboza | deathPlace | Asunción<br>Paraguay | leaderName | Juan_Afara<br>Agustín_Barboza | deathPlace | Paraguay,tilburg-nmt,agustín barboza was awarded the crew of asunción which has gran asunción.,Artist,unseen,0.103,0.208747500014216,82.609,neural,4triple,1.3333333333333333,1.6666666666666667,1.0
1226,Asunción | isPartOf | Gran_Asunción<br>Agustín_Barboza | deathPlace | Asunción<br>Paraguay | leaderName | Juan_Afara<br>Agustín_Barboza | deathPlace | Paraguay,tilburg-pipe,"agustín barboza died in asunción, gran asunción. paraguay 's leader is juan afara. agustín barboza died in paraguay.",Artist,unseen,0.156,0.372373130308559,73.913,template,4triple,1.6666666666666667,2.3333333333333335,3.0
1227,Asunción | isPartOf | Gran_Asunción<br>Agustín_Barboza | deathPlace | Asunción<br>Paraguay | leaderName | Juan_Afara<br>Agustín_Barboza | deathPlace | Paraguay,tilburg-smt,asunción is part of gran asunción agustín barboza died in asunción paraguay where the leader is juan afara agustín barboza died in paraguay,Artist,unseen,0.215,0.399610354553891,65.217,smt,4triple,1.5,1.5,2.5
1228,Asunción | isPartOf | Gran_Asunción<br>Agustín_Barboza | deathPlace | Asunción<br>Paraguay | leaderName | Juan_Afara<br>Agustín_Barboza | deathPlace | Paraguay,upf-forge,agustín barboza died in asunción and paraguay. it is part of gran asunción. juan afara is the leader of paraguay.,Artist,unseen,0.237,0.419401800498652,60.87,template,4triple,1.6666666666666667,2.0,2.6666666666666665
1229,Asunción | isPartOf | Gran_Asunción<br>Agustín_Barboza | deathPlace | Asunción<br>Paraguay | leaderName | Juan_Afara<br>Agustín_Barboza | deathPlace | Paraguay,vietnam,null,Artist,unseen,0,0,91.304,template,4triple,1.0,1.0,1.0
1230,Asunción | isPartOf | Gran_Asunción<br>Agustín_Barboza | deathPlace | Asunción<br>Paraguay | leaderName | Juan_Afara<br>Agustín_Barboza | deathPlace | Paraguay,webnlg,"agustin barboza died in asuncion , part of gran asuncion , in paraguay , the country led by juan afara .
",Artist,unseen,1,1,1,human,4triple,2.6666666666666665,2.6666666666666665,3.0
1231,Athens_International_Airport | cityServed | Athens<br>Athens | country | Greece<br>Greece | leaderName | Alexis_Tsipras<br>Greece | language | Greek_language<br>Greece | leaderName | Prokopis_Pavlopoulos,adapt,"athens international airport serves the city of athens, in greece where two of the leaders are alexis tsipras and prokopis pavlopoulos. greek is spoken in greece.",Airport,seen,0.476,0.514609611175765,43.373,neural,5triple,1.6666666666666667,2.0,2.3333333333333335
1232,Athens_International_Airport | cityServed | Athens<br>Athens | country | Greece<br>Greece | leaderName | Alexis_Tsipras<br>Greece | language | Greek_language<br>Greece | leaderName | Prokopis_Pavlopoulos,baseline,athens international airport serves the city of athens in greece. two of the leaders in that country are alexis tsipras and prokopis pavlopoulos.,Airport,seen,0.478,0.484812230868596,36.145,neural,5triple,1.6666666666666667,1.3333333333333333,1.6666666666666667
1233,Athens_International_Airport | cityServed | Athens<br>Athens | country | Greece<br>Greece | leaderName | Alexis_Tsipras<br>Greece | language | Greek_language<br>Greece | leaderName | Prokopis_Pavlopoulos,melbourne,athens international airport serves the city of athens in greece. the country ' s leaders are alexis tsipras and prokopis pavlopoulos.,Airport,seen,0.396,0.429750804810521,43.373,neural,5triple,3.0,3.0,2.6666666666666665
1234,Athens_International_Airport | cityServed | Athens<br>Athens | country | Greece<br>Greece | leaderName | Alexis_Tsipras<br>Greece | language | Greek_language<br>Greece | leaderName | Prokopis_Pavlopoulos,pkuwriter,athens international airport serves the city of athens in greece where the leader is prokopis pavlopoulos and greek language is spoken.,Airport,seen,0.357,0.382373335471185,50.602,neural,5triple,2.3333333333333335,2.3333333333333335,2.0
1235,Athens_International_Airport | cityServed | Athens<br>Athens | country | Greece<br>Greece | leaderName | Alexis_Tsipras<br>Greece | language | Greek_language<br>Greece | leaderName | Prokopis_Pavlopoulos,tilburg-nmt,athens international airport serves athens in greece. alexis tsipras and prokopis pavlopoulos are leaders in greece where the people there are called greek.,Airport,seen,0.279,0.371931669729901,57.831,neural,5triple,3.0,2.6666666666666665,2.6666666666666665
1236,Athens_International_Airport | cityServed | Athens<br>Athens | country | Greece<br>Greece | leaderName | Alexis_Tsipras<br>Greece | language | Greek_language<br>Greece | leaderName | Prokopis_Pavlopoulos,tilburg-pipe,athens international airport serves the city of athens in greece. greece is led by alexis tsipras. its 's leader is prokopis pavlopoulos. greek is spoken in greece.,Airport,seen,0.299,0.410503115611693,68.675,template,5triple,2.3333333333333335,2.3333333333333335,3.0
1237,Athens_International_Airport | cityServed | Athens<br>Athens | country | Greece<br>Greece | leaderName | Alexis_Tsipras<br>Greece | language | Greek_language<br>Greece | leaderName | Prokopis_Pavlopoulos,tilburg-smt,"athens international airport serves the city of athens, greece. the leader of greece is alexis tsipras. greek is spoken in greece. prokopis pavlopoulos is the leader of greece.",Airport,seen,0.28,0.42837839590226,68.675,smt,5triple,1.3333333333333333,1.0,2.0
1238,Athens_International_Airport | cityServed | Athens<br>Athens | country | Greece<br>Greece | leaderName | Alexis_Tsipras<br>Greece | language | Greek_language<br>Greece | leaderName | Prokopis_Pavlopoulos,upf-forge,"athens, which the athens international airport serves, is in greece, the leader of which is prokopis pavlopoulos. alexis tsipras is the leader of greece. the greek language is spoken in it.",Airport,seen,0.128,0.388415713696729,79.518,template,5triple,2.0,2.6666666666666665,2.6666666666666665
1239,Athens_International_Airport | cityServed | Athens<br>Athens | country | Greece<br>Greece | leaderName | Alexis_Tsipras<br>Greece | language | Greek_language<br>Greece | leaderName | Prokopis_Pavlopoulos,vietnam,null,Airport,seen,0,0,97.59,template,5triple,1.0,1.0,1.0
1240,Athens_International_Airport | cityServed | Athens<br>Athens | country | Greece<br>Greece | leaderName | Alexis_Tsipras<br>Greece | language | Greek_language<br>Greece | leaderName | Prokopis_Pavlopoulos,webnlg,"athens international airport serves the city of athens , in greek speaking greece . two of the leaders of which are alexis tsipras and prokopis pavlopoulos .
",Airport,seen,1,1,1,human,5triple,2.3333333333333335,2.3333333333333335,3.0
1241,"Atlantic_City,_New_Jersey | country | United_States<br>United_States | capital | Washington,_D.C.",adapt,"atlantic city, new jersey is in the united states where the capital is washington, d.c.",City,seen,0.357,0.441740727711483,40,neural,2triple,2.6666666666666665,2.3333333333333335,3.0
1242,"Atlantic_City,_New_Jersey | country | United_States<br>United_States | capital | Washington,_D.C.",baseline,"the capital of the united states is washington d. c. and the capital is washington, d. c..",City,seen,0.244,0.245897986245021,70,neural,2triple,1.3333333333333333,2.3333333333333335,1.0
1243,"Atlantic_City,_New_Jersey | country | United_States<br>United_States | capital | Washington,_D.C.",melbourne,"atlantic city, new jersey is in united states where the capital is washington, d.c..",City,seen,0.178,0.40957221006205,45,neural,2triple,1.6666666666666667,2.3333333333333335,3.0
1244,"Atlantic_City,_New_Jersey | country | United_States<br>United_States | capital | Washington,_D.C.",pkuwriter,"the capital of united states is washington, d. c. and one of the foods ' s used in is the country.",City,seen,0.19,0.246815056967383,80,neural,2triple,1.6666666666666667,1.6666666666666667,2.0
1245,"Atlantic_City,_New_Jersey | country | United_States<br>United_States | capital | Washington,_D.C.",tilburg-nmt,"atlantic city, new jersey is published in united states, the capital of which is washington dc",City,seen,0.405,0.540658259752086,35,neural,2triple,1.6666666666666667,1.6666666666666667,1.6666666666666667
1246,"Atlantic_City,_New_Jersey | country | United_States<br>United_States | capital | Washington,_D.C.",tilburg-pipe,"atlantic city, new jersey comes from united states which has the capital city of washington dc.",City,seen,0.323,0.448779271264288,55,template,2triple,1.6666666666666667,2.6666666666666665,2.6666666666666665
1247,"Atlantic_City,_New_Jersey | country | United_States<br>United_States | capital | Washington,_D.C.",tilburg-smt,"atlantic city, new jersey comes from the united states where the capital is washington, d.c.",City,seen,0.175,0.403409495843906,50,smt,2triple,2.6666666666666665,2.6666666666666665,1.6666666666666667
1248,"Atlantic_City,_New_Jersey | country | United_States<br>United_States | capital | Washington,_D.C.",upf-forge,"atlantic city, new jersey is in the united states, the capital of which is washington (d.c.).",City,seen,0.51,0.544455892161906,30,template,2triple,3.0,3.0,2.3333333333333335
1249,"Atlantic_City,_New_Jersey | country | United_States<br>United_States | capital | Washington,_D.C.",vietnam,"atlantic city, new jersey is a food found in united states, of which the capital city is washington, d. c..",City,seen,0.248,0.414079794794081,60,template,2triple,2.3333333333333335,2.3333333333333335,1.0
1250,"Atlantic_City,_New_Jersey | country | United_States<br>United_States | capital | Washington,_D.C.",webnlg,"atlantic city , new jersey is in the united states , the capital of which is washington dc .
",City,seen,1,1,1,human,2triple,2.0,2.3333333333333335,2.3333333333333335
1251,"Atlantic_City_International_Airport | location | Egg_Harbor_Township,_New_Jersey<br>Egg_Harbor_Township,_New_Jersey | country | United_States",adapt,"atlantic city international airport is located at egg harbor township, new jersey, in the united states.",Airport,seen,0.615,1,34.615,neural,2triple,3.0,3.0,3.0
1252,"Atlantic_City_International_Airport | location | Egg_Harbor_Township,_New_Jersey<br>Egg_Harbor_Township,_New_Jersey | country | United_States",baseline,"atlantic city international airport is located in egg harbor township, new jersey, united states.",Airport,seen,0.543,1,34.615,neural,2triple,2.6666666666666665,3.0,3.0
1253,"Atlantic_City_International_Airport | location | Egg_Harbor_Township,_New_Jersey<br>Egg_Harbor_Township,_New_Jersey | country | United_States",melbourne,"atlantic city international airport is located in egg harbor township, new jersey, united states.",Airport,seen,0.543,1,34.615,neural,2triple,2.0,2.0,2.3333333333333335
1254,"Atlantic_City_International_Airport | location | Egg_Harbor_Township,_New_Jersey<br>Egg_Harbor_Township,_New_Jersey | country | United_States",pkuwriter,"atlantic city international airport is located in egg harbor township, new jersey, united states.",Airport,seen,0.543,1,34.615,neural,2triple,3.0,3.0,3.0
1255,"Atlantic_City_International_Airport | location | Egg_Harbor_Township,_New_Jersey<br>Egg_Harbor_Township,_New_Jersey | country | United_States",tilburg-nmt,"atlantic city international airport is found in egg harbor township, united states.",Airport,seen,0.313,0.479767460039603,46.154,neural,2triple,2.6666666666666665,3.0,2.6666666666666665
1256,"Atlantic_City_International_Airport | location | Egg_Harbor_Township,_New_Jersey<br>Egg_Harbor_Township,_New_Jersey | country | United_States",tilburg-pipe,"atlantic city international airport is in egg harbor township, united states.",Airport,seen,0.444,0.516545840384642,40.385,template,2triple,3.0,3.0,3.0
1257,"Atlantic_City_International_Airport | location | Egg_Harbor_Township,_New_Jersey<br>Egg_Harbor_Township,_New_Jersey | country | United_States",tilburg-smt,"atlantic city international airport is located in egg harbor township, new jersey, united states.",Airport,seen,0.543,1,34.615,smt,2triple,3.0,3.0,3.0
1258,"Atlantic_City_International_Airport | location | Egg_Harbor_Township,_New_Jersey<br>Egg_Harbor_Township,_New_Jersey | country | United_States",upf-forge,"atlantic city international airport is in egg harbor township (new jersey). egg harbor township, new jersey is in the united states.",Airport,seen,0.468,0.511101474490139,57.692,template,2triple,2.0,2.0,3.0
1259,"Atlantic_City_International_Airport | location | Egg_Harbor_Township,_New_Jersey<br>Egg_Harbor_Township,_New_Jersey | country | United_States",vietnam,"the atlantic city international airport is located in egg harbor township, new jersey, which is found in united states.",Airport,seen,0.456,0.592954175346462,57.692,template,2triple,2.3333333333333335,2.6666666666666665,3.0
1260,"Atlantic_City_International_Airport | location | Egg_Harbor_Township,_New_Jersey<br>Egg_Harbor_Township,_New_Jersey | country | United_States",webnlg,"atlantic city international airport is in egg harbor township , new jersey , united states .
",Airport,seen,1,1,1,human,2triple,2.6666666666666665,2.3333333333333335,3.0
1261,"Atlantic_City_International_Airport | owner | South_Jersey_Transportation_Authority<br>South_Jersey_Transportation_Authority | leaderName | Stephen_Dilts<br>Atlantic_City_International_Airport | location | Egg_Harbor_Township,_New_Jersey<br>Egg_Harbor_Township,_New_Jersey | country | United_States",adapt,"atlantic city international airport is located at egg harbor township, new jersey, united states. it is owned by the south jersey transportation authority whose leader is stephen dilts.",Airport,seen,0.48,0.455423078113103,48.571,neural,4triple,3.0,3.0,3.0
1262,"Atlantic_City_International_Airport | owner | South_Jersey_Transportation_Authority<br>South_Jersey_Transportation_Authority | leaderName | Stephen_Dilts<br>Atlantic_City_International_Airport | location | Egg_Harbor_Township,_New_Jersey<br>Egg_Harbor_Township,_New_Jersey | country | United_States",baseline,"atlantic city international airport is located in egg harbor township, new jersey, united states and is owned by the south jersey transportation authority. the airport is owned by stephen dilts.",Airport,seen,0.51,0.459325593038329,48.571,neural,4triple,2.5,3.0,3.0
1263,"Atlantic_City_International_Airport | owner | South_Jersey_Transportation_Authority<br>South_Jersey_Transportation_Authority | leaderName | Stephen_Dilts<br>Atlantic_City_International_Airport | location | Egg_Harbor_Township,_New_Jersey<br>Egg_Harbor_Township,_New_Jersey | country | United_States",melbourne,"atlantic city international airport is owned by south jersey transportation authority and is located in egg harbor township, new jersey, united states, united states.",Airport,seen,0.351,0.410961502059059,54.286,neural,4triple,2.3333333333333335,2.3333333333333335,2.3333333333333335
1264,"Atlantic_City_International_Airport | owner | South_Jersey_Transportation_Authority<br>South_Jersey_Transportation_Authority | leaderName | Stephen_Dilts<br>Atlantic_City_International_Airport | location | Egg_Harbor_Township,_New_Jersey<br>Egg_Harbor_Township,_New_Jersey | country | United_States",pkuwriter,"atlantic city international airport is located in egg harbor township, new jersey, united states. the leader of united states is stephen dilts.",Airport,seen,0.268,0.365047152434658,57.143,neural,4triple,1.3333333333333333,2.0,1.6666666666666667
1265,"Atlantic_City_International_Airport | owner | South_Jersey_Transportation_Authority<br>South_Jersey_Transportation_Authority | leaderName | Stephen_Dilts<br>Atlantic_City_International_Airport | location | Egg_Harbor_Township,_New_Jersey<br>Egg_Harbor_Township,_New_Jersey | country | United_States",tilburg-nmt,united states is a leader in south jersey transportation authority where atlantic city international airport is located in it which is lead by stephen dilts.,Airport,seen,0.292,0.33356647683289,57.143,neural,4triple,1.0,1.0,1.0
1266,"Atlantic_City_International_Airport | owner | South_Jersey_Transportation_Authority<br>South_Jersey_Transportation_Authority | leaderName | Stephen_Dilts<br>Atlantic_City_International_Airport | location | Egg_Harbor_Township,_New_Jersey<br>Egg_Harbor_Township,_New_Jersey | country | United_States",tilburg-pipe,"atlantic city international airport is in egg harbor township, united states. atlantic city international airport owner is south jersey transportation authority headed by stephen dilts.",Airport,seen,0.383,0.439125501247195,45.714,template,4triple,2.6666666666666665,2.6666666666666665,3.0
1267,"Atlantic_City_International_Airport | owner | South_Jersey_Transportation_Authority<br>South_Jersey_Transportation_Authority | leaderName | Stephen_Dilts<br>Atlantic_City_International_Airport | location | Egg_Harbor_Township,_New_Jersey<br>Egg_Harbor_Township,_New_Jersey | country | United_States",tilburg-smt,"atlantic city international airport is owned by the south jersey transportation authority whose leader is stephen dilts. atlantic city international airport is located in egg harbor township, new jersey, united states.",Airport,seen,0.514,0.492126217904713,42.857,smt,4triple,1.6666666666666667,2.6666666666666665,3.0
